date,state,cumul_deaths,cumul_prop_deaths
2020-05-11,LA,2308,4.948157968871198e-4
2020-05-11,ME,65,4.867120132505473e-5
2020-05-11,MD,1788,2.970668141145947e-4
2020-05-11,MA,5108,7.456332357402387e-4
2020-05-11,MI,5139,5.156912535692729e-4
2020-05-11,MN,591,1.0623042331475589e-4
2020-05-11,MS,435,1.4575706218096794e-4
2020-05-11,MO,488,7.99356583471337e-5
2020-05-11,MT,16,1.5228682461983023e-5
2020-05-11,NE,98,5.118640154896319e-5
2020-05-11,NV,344,1.1573209634562448e-4
2020-05-11,NH,133,9.865561328186428e-5
2020-05-11,NJ,10926,0.0012306128634523184
2020-05-11,NM,208,9.940481367810237e-5
2020-05-11,NY,21640,0.0011056431279298075
2020-05-11,NC,550,5.358077389342063e-5
2020-05-11,ND,36,4.757392790171227e-5
2020-05-11,OH,1357,1.1642675062891466e-4
2020-05-11,OK,274,6.966922374754314e-5
2020-05-11,OR,127,3.075207219327411e-5
2020-05-11,PA,3731,2.9167738339354245e-4
2020-05-11,RI,430,4.067228448655024e-4
2020-05-11,SC,331,6.592567010157333e-5
2020-05-11,SD,34,3.9051821767485456e-5
2020-05-11,TN,251,3.74104459504012e-5
2020-05-11,TX,1100,3.892309560616281e-5
2020-05-11,UT,68,2.19578100055282e-5
2020-05-11,VT,53,8.489331473155293e-5
2020-05-11,VA,850,1.0053861493036282e-4
2020-05-11,WA,931,1.2574102454218988e-4
2020-05-11,WV,54,2.971432973551495e-5
2020-05-11,WI,409,7.06302985675692e-5
2020-05-11,WY,7,1.204769510381671e-5
2020-05-12,AL,429,8.79774416816201e-5
2020-05-12,AK,10,1.3567269234317594e-5
2020-05-12,AZ,562,7.971293132390555e-5
2020-05-12,AR,95,3.1673318063459996e-5
2020-05-12,CA,2847,7.247318129544323e-5
2020-05-12,CO,1009,1.7984620921087085e-4
2020-05-12,CT,3041,8.506117635606983e-4
2020-05-12,DE,334,3.4891689509928463e-4
2020-05-12,FL,1849,8.846197493822972e-5
2020-05-12,GA,1461,1.4042882406863538e-4
2020-05-12,HI,17,1.1954202746091327e-5
2020-05-12,ID,70,4.075098238975404e-5
2020-05-12,IL,3601,2.8197510365775974e-4
2020-05-12,IN,1578,2.367342199314911e-4
2020-05-12,IA,289,9.205264009519963e-5
2020-05-12,KS,158,5.428337018647368e-5
2020-05-12,KY,311,6.990253204502892e-5
2020-05-12,LA,2347,5.03177069018228e-4
2020-05-12,ME,65,4.867120132505473e-5
2020-05-12,MD,1834,3.0470947264326997e-4
2020-05-12,MA,5141,7.504503651019122e-4
2020-05-12,MI,5188,5.206083330448312e-4
2020-05-12,MN,614,1.1036460222548243e-4
2020-05-12,MS,457,1.5312868371655713e-4
2020-05-12,MO,524,8.583255117602061e-5
2020-05-12,MT,16,1.5228682461983023e-5
2020-05-12,NE,100,5.223102198873795e-5
2020-05-12,NV,350,1.1775067942142026e-4
2020-05-12,NH,142,1.053315570377799e-4
2020-05-12,NJ,11138,0.0012544907626882596
2020-05-12,NM,219,1.0466179901684816e-4
2020-05-12,NY,21845,0.001116117103956869
2020-05-12,NC,577,5.62111027936431e-5
2020-05-12,ND,38,5.0216923896251836e-5
2020-05-12,OH,1436,1.2320472653140857e-4
2020-05-12,OK,278,7.068629270736129e-5
2020-05-12,OR,130,3.1478499095477436e-5
2020-05-12,PA,3806,2.975406382191966e-4
2020-05-12,RI,444,4.1996498400065835e-4
2020-05-12,SC,355,7.070577911195931e-5
2020-05-12,SD,39,4.4794736733292135e-5
2020-05-12,TN,265,3.949708436994549e-5
2020-05-12,TX,1133,4.00907884743477e-5
2020-05-12,UT,73,2.3572354858875863e-5
2020-05-12,VT,53,8.489331473155293e-5
2020-05-12,VA,891,1.0538812459170973e-4
2020-05-12,WA,945,1.2763186701650854e-4
2020-05-12,WV,57,3.136512583193245e-5
2020-05-12,WI,418,7.218451051648881e-5
2020-05-12,WY,7,1.204769510381671e-5
2020-05-13,AL,449,9.207895411432965e-5
2020-05-13,AK,10,1.3567269234317594e-5
2020-05-13,AZ,594,8.425174591886102e-5
2020-05-13,AR,95,3.1673318063459996e-5
2020-05-13,CA,2934,7.468785174598891e-5
2020-05-13,CO,1062,1.892930368502922e-4
2020-05-13,CT,3125,8.741077807060777e-4
2020-05-13,DE,351,3.666761382630207e-4
2020-05-13,FL,1898,9.080628903881016e-5
2020-05-13,GA,1505,1.446580289002712e-4
2020-05-13,HI,17,1.1954202746091327e-5
2020-05-13,ID,69,4.016882549847184e-5
2020-05-13,IL,3792,2.9693129493757985e-4
2020-05-13,IN,1619,2.4288510904251208e-4
2020-05-13,IA,306,9.74675012772702e-5
2020-05-13,KS,164,5.634476399102332e-5
2020-05-13,KY,321,7.215020188570509e-5
2020-05-13,LA,2381,5.104663831838094e-4
2020-05-13,ME,66,4.941998903774789e-5
2020-05-13,MD,1881,3.1251827592256856e-4
2020-05-13,MA,5315,7.75849774463463e-4
2020-05-13,MI,5232,5.250236697167612e-4
2020-05-13,MN,638,1.14678528045371e-4
2020-05-13,MS,465,1.5580927336586228e-4
2020-05-13,MO,542,8.878099759046407e-5
2020-05-13,MT,16,1.5228682461983023e-5
2020-05-13,NE,103,5.379795264840009e-5
2020-05-13,NV,355,1.194328319845834e-4
2020-05-13,NH,150,1.1126572926526047e-4
2020-05-13,NJ,11340,0.001277242345922505
2020-05-13,NM,231,1.1039669211366176e-4
2020-05-13,NY,22013,0.0011247006550424608
2020-05-13,NC,597,5.815949457158567e-5
2020-05-13,ND,40,5.2859919890791405e-5
2020-05-13,OH,1483,1.2723719320757585e-4
2020-05-13,OK,278,7.068629270736129e-5
2020-05-13,OR,130,3.1478499095477436e-5
2020-05-13,PA,3943,3.0825085036739156e-4
2020-05-13,RI,462,4.369905914601445e-4
2020-05-13,SC,355,7.070577911195931e-5
2020-05-13,SD,39,4.4794736733292135e-5
2020-05-13,TN,273,4.068944918111366e-5
2020-05-13,TX,1158,4.0975404283578674e-5
2020-05-13,UT,75,2.4218172800214927e-5
2020-05-13,VT,53,8.489331473155293e-5
2020-05-13,VA,927,1.0964623063581921e-4
2020-05-13,WA,962,1.2992789002103832e-4
2020-05-13,WV,58,3.191539119740495e-5
2020-05-13,WI,421,7.270258116612867e-5
2020-05-13,WY,7,1.204769510381671e-5
2020-05-14,AL,467,9.577031530376827e-5
2020-05-14,AK,10,1.3567269234317594e-5
2020-05-14,AZ,624,8.850688460163178e-5
2020-05-14,AR,97,3.2340124759532836e-5
2020-05-14,CA,3032,7.718253800062657e-5
2020-05-14,CO,1091,1.9446205574733409e-4
2020-05-14,CT,3219,9.004009427497165e-4
2020-05-14,DE,362,3.781674132513205e-4
2020-05-14,FL,1948,9.319844628430042e-5
2020-05-14,GA,1527,1.4677263131608912e-4
2020-05-14,HI,17,1.1954202746091327e-5
2020-05-14,ID,69,4.016882549847184e-5
2020-05-14,IL,3928,3.075807295661428e-4
2020-05-14,IN,1646,2.469356945546479e-4
2020-05-14,IA,318,1.0128975622932001e-4
2020-05-14,KS,164,5.634476399102332e-5
2020-05-14,KY,326,7.327403680604317e-5
2020-05-14,LA,2417,5.181844805356016e-4
2020-05-14,ME,69,5.1666352175827336e-5
2020-05-14,MD,1935,3.2149009245623084e-4
2020-05-14,MA,5482,8.00227368505871e-4
2020-05-14,MI,5278,5.296397035101424e-4
2020-05-14,MN,663,1.1917220077442159e-4
2020-05-14,MS,480,1.6083537895830946e-4
2020-05-14,MO,562,9.20570491620679e-5
2020-05-14,MT,16,1.5228682461983023e-5
2020-05-14,NE,107,5.58871935279496e-5
2020-05-14,NV,358,1.204421235224813e-4
2020-05-14,NH,151,1.1200750079369553e-4
2020-05-14,NJ,11592,0.0013056255091652275
2020-05-14,NM,242,1.1565367745240755e-4
2020-05-14,NY,22170,0.0011327221879022104
2020-05-14,NC,615,5.991304717173398e-5
2020-05-14,ND,40,5.2859919890791405e-5
2020-05-14,OH,1534,1.3161284853703396e-4
2020-05-14,OK,284,7.221189614708852e-5
2020-05-14,OR,134,3.2447068298415205e-5
2020-05-14,PA,4218,3.2974945139479015e-4
2020-05-14,RI,468,4.4266579394663984e-4
2020-05-14,SC,371,7.389251845221664e-5
2020-05-14,SD,43,4.938906870593748e-5
2020-05-14,TN,287,4.277608760065795e-5
2020-05-14,TX,1216,4.302771296099453e-5
2020-05-14,UT,75,2.4218172800214927e-5
2020-05-14,VT,53,8.489331473155293e-5
2020-05-14,VA,955,1.1295809089234881e-4
2020-05-14,WA,975,1.3168367231861992e-4
2020-05-14,WV,60,3.301592192834995e-5
2020-05-14,WI,434,7.494755398123479e-5
2020-05-14,WY,7,1.204769510381671e-5
2020-05-15,AL,476,9.761599589848757e-5
2020-05-15,AK,10,1.3567269234317594e-5
2020-05-15,AZ,651,9.233650941612547e-5
2020-05-15,AR,98,3.2673528107569255e-05
2020-05-15,CA,3108,7.911719264708028e-5
2020-05-15,CO,1150,2.0497833557235032e-4
2020-05-15,CT,3285,9.188620990782289e-4
2020-05-15,DE,373,3.8965868823962027e-4
2020-05-15,FL,1991,9.525570151542204e-5
2020-05-15,GA,1557,1.4965618006493176e-4
2020-05-15,HI,17,1.1954202746091327e-5
2020-05-15,ID,72,4.191529617231844e-5
2020-05-15,IL,4058,3.1776033619638686e-4
2020-05-15,IN,1691,2.536866704082075e-4
2020-05-15,IA,336,1.0702313865739472e-4
2020-05-15,KS,172,5.909328906375616e-5
2020-05-15,KY,328,7.372357077417841e-5
2020-05-15,LA,2448,5.248306199218671e-4
2020-05-15,ME,69,5.1666352175827336e-5
2020-05-15,MD,1991,3.3079419849113984e-4
2020-05-15,MA,5592,8.162844663781157e-4
2020-05-15,MI,5325,5.343560858642495e-4
2020-05-15,MN,692,0.00012438486114012026
2020-05-15,MS,493,1.6519133713843034e-4
2020-05-15,MO,576,9.43502852621906e-5
2020-05-15,MT,16,1.5228682461983023e-5
2020-05-15,NE,113,5.902105484727388e-5
2020-05-15,NV,368,1.238064286488076e-4
2020-05-15,NH,159,1.1794167302117609e-4
2020-05-15,NJ,11789,0.0013278139343986255
2020-05-15,NM,253,1.2091066279115335e-4
2020-05-15,NY,22304,0.0011395685917442895
2020-05-15,NC,641,6.244595648305932e-5
2020-05-15,ND,42,5.5502915885330974e-5
2020-05-15,OH,1581,1.3564531521320124e-4
2020-05-15,OK,285,7.246616338704305e-5
2020-05-15,OR,137,3.317349520061853e-5
2020-05-15,PA,4342,3.394433660398717e-4
2020-05-15,RI,479,4.5307033183854804e-4
2020-05-15,SC,380,7.568505933111139e-5
2020-05-15,SD,44,5.053765169909882e-5
2020-05-15,TN,290,4.3223224404846006e-5
2020-05-15,TX,1272,4.500925237367191e-5
2020-05-15,UT,77,2.486399074155399e-5
2020-05-15,VT,53,8.489331473155293e-5
2020-05-15,VA,977,1.155602668081935e-4
2020-05-15,WA,983,1.3276415373251628e-4
2020-05-15,WV,62,3.4116452659294945e-5
2020-05-15,WI,445,7.684714636324766e-5
2020-05-15,WY,7,1.204769510381671e-5
2020-05-16,AL,485,9.946167649320687e-5
2020-05-16,AK,10,1.3567269234317594e-5
2020-05-16,AZ,679,9.630797218671152e-5
2020-05-16,AR,98,3.2673528107569255e-05
2020-05-16,CA,3204,8.156096693733758e-5
2020-05-16,CO,1192,2.1246450087151442e-4
2020-05-16,CT,3339,9.339666815288298e-4
2020-05-16,DE,383,4.001053018653473e-4
2020-05-16,FL,2040,9.76000156160025e-5
2020-05-16,GA,1592,1.530203202719148e-4
2020-05-16,HI,17,1.1954202746091327e-5
2020-05-16,ID,73,4.2497453063600644e-5
2020-05-16,IL,4129,3.233199675098278e-4
2020-05-16,IN,1741,2.6118775468994044e-4
2020-05-16,IA,346,1.1020835111743623e-4
2020-05-16,KS,172,5.909328906375616e-5
2020-05-16,KY,332,7.462263871044887e-5
2020-05-16,LA,2479,5.314767593081326e-4
2020-05-16,ME,70,5.2415139888520484e-5
2020-05-16,MD,2040,3.389352912716852e-4
2020-05-16,MA,5705,8.327794851014218e-4
2020-05-16,MI,5357,5.375672398074713e-4
2020-05-16,MN,709,1.2744055859587467e-4
2020-05-16,MS,510,1.708875901432038e-4
2020-05-16,MO,589,9.647971878373309e-5
2020-05-16,MT,16,1.5228682461983023e-5
2020-05-16,NE,119,6.215491616659815e-5
2020-05-16,NV,369,1.2414285916144023e-4
2020-05-16,NH,171,1.2684293136239693e-4
2020-05-16,NJ,11903,0.0013406539368179522
2020-05-16,NM,259,1.2377810933956014e-4
2020-05-16,NY,22478,0.0011484586982257953
2020-05-16,NC,652,6.351757196092773e-5
2020-05-16,ND,42,5.5502915885330974e-5
2020-05-16,OH,1610,1.3813343294955975e-4
2020-05-16,OK,288,7.322896510690666e-5
2020-05-16,OR,137,3.317349520061853e-5
2020-05-16,PA,4403,3.4421214663140373e-4
2020-05-16,RI,489,4.625290026493737e-4
2020-05-16,SC,380,7.568505933111139e-5
2020-05-16,SD,44,5.053765169909882e-5
2020-05-16,TN,295,4.396845241182611e-5
2020-05-16,TX,1305,4.617694524185679e-5
2020-05-16,UT,78,2.5186899712223525e-5
2020-05-16,VT,53,8.489331473155293e-5
2020-05-16,VA,1002,1.1851728489438063e-4
2020-05-16,WA,992,1.339796953231497e-4
2020-05-16,WV,64,3.521698339023994e-5
2020-05-16,WI,453,7.822866809562064e-5
2020-05-16,WY,7,1.204769510381671e-5
2020-05-17,AL,488,1.000769033581133e-4
2020-05-17,AK,10,1.3567269234317594e-5
2020-05-17,AZ,680,9.644981014280387e-5
2020-05-17,AR,98,3.2673528107569255e-05
2020-05-17,CA,3261,8.301195792217785e-5
2020-05-17,CO,1215,2.1656406758296143e-4
2020-05-17,CT,3408,9.532669813268201e-4
2020-05-17,DE,392,4.095072541285017e-4
2020-05-17,FL,2049,9.803060392019075e-5
2020-05-17,GA,1606,1.5436597635470802e-4
2020-05-17,HI,17,1.1954202746091327e-5
2020-05-17,ID,73,4.2497453063600644e-5
2020-05-17,IL,4177,3.2707859149637945e-4
2020-05-17,IN,1751,2.62687971546287e-4
2020-05-17,IA,351,1.1180095734745699e-4
2020-05-17,KS,172,5.909328906375616e-5
2020-05-17,KY,334,7.507217267858411e-5
2020-05-17,LA,2491,5.340494584253967e-4
2020-05-17,ME,70,5.2415139888520484e-5
2020-05-17,MD,2090,3.47242528802854e-4
2020-05-17,MA,5797,8.462090578672992e-4
2020-05-17,MI,5396,5.414808336757728e-4
2020-05-17,MN,731,1.3139499059743918e-4
2020-05-17,MS,521,1.7457340091099838e-4
2020-05-17,MO,594,9.729873167663405e-5
2020-05-17,MT,16,1.5228682461983023e-5
2020-05-17,NE,123,6.424415704614767e-5
2020-05-17,NV,375,1.26161442237236e-4
2020-05-17,NH,172,1.27584702890832e-4
2020-05-17,NJ,12013,0.001353043412836601
2020-05-17,NM,265,1.2664555588796694e-4
2020-05-17,NY,22619,0.0011556627500297742
2020-05-17,NC,659,6.419950908320762e-5
2020-05-17,ND,43,5.682441388260076e-5
2020-05-17,OH,1625,1.3942039039940038e-4
2020-05-17,OK,288,7.322896510690666e-5
2020-05-17,OR,137,3.317349520061853e-5
2020-05-17,PA,4418,3.4538479759653457e-4
2020-05-17,RI,499,4.7198767346019933e-4
2020-05-17,SC,380,7.568505933111139e-5
2020-05-17,SD,44,5.053765169909882e-5
2020-05-17,TN,298,4.4415589216014176e-5
2020-05-17,TX,1336,4.72738688453032e-5
2020-05-17,UT,80,2.583271765356259e-5
2020-05-17,VT,54,8.649507538686524e-5
2020-05-17,VA,1009,1.1934524995851304e-4
2020-05-17,WA,1000,1.3506017673704608e-4
2020-05-17,WV,67,3.686777948665744e-5
2020-05-17,WI,453,7.822866809562064e-5
2020-05-17,WY,8,1.3768794404361955e-5
2020-05-18,AL,489,1.0028197897974879e-4
2020-05-18,AK,10,1.3567269234317594e-5
2020-05-18,AZ,686,9.730083787935802e-5
2020-05-18,AR,100,3.3340334803642095e-5
2020-05-18,CA,3302,8.405565319197525e-5
2020-05-18,CO,1224,2.181682458613537e-4
2020-05-18,CT,3449,9.647352754096839e-4
2020-05-18,DE,399,4.1681988366651065e-4
2020-05-18,FL,2073,9.917883939802607e-5
2020-05-18,GA,1642,1.5782623485331915e-4
2020-05-18,HI,17,1.1954202746091327e-5
2020-05-18,ID,73,4.2497453063600644e-5
2020-05-18,IL,4234,3.3154195748040955e-4
2020-05-18,IN,1765,2.6478827514517223e-4
2020-05-18,IA,355,1.130750423314736e-4
2020-05-18,KS,173,5.9436854697847766e-5
2020-05-18,KY,334,7.507217267858411e-5
2020-05-18,LA,2563,5.49485653128981e-4
2020-05-18,ME,71,5.3163927601213633e-05
2020-05-18,MD,2122,3.5255916082280197e-4
2020-05-18,MA,5862,8.556973429736256e-4
2020-05-18,MI,5427,5.445916390582688e-4
2020-05-18,MN,740,1.330127127798974e-4
2020-05-18,MS,528,1.769189168541404e-4
2020-05-18,MO,605,9.910056004101616e-5
2020-05-18,MT,16,1.5228682461983023e-5
2020-05-18,NE,123,6.424415704614767e-5
2020-05-18,NV,383,1.2885288633829702e-4
2020-05-18,NH,172,1.27584702890832e-4
2020-05-18,NJ,12096,0.0013623918356506723
2020-05-18,NM,270,1.2903509467830594e-4
2020-05-18,NY,22729,0.0011612829322881974
2020-05-18,NC,661,6.439434826100189e-5
2020-05-18,ND,44,5.814591187987054e-5
2020-05-18,OH,1657,1.4216589962572703e-4
2020-05-18,OK,288,7.322896510690666e-5
2020-05-18,OR,137,3.317349520061853e-5
2020-05-18,PA,4505,3.521861731942934e-4
2020-05-18,RI,506,4.7860874302777727e-4
2020-05-18,SC,391,7.787594262753829e-5
2020-05-18,SD,44,5.053765169909882e-5
2020-05-18,TN,301,4.4862726020202235e-5
2020-05-18,TX,1347,4.7663099801364825e-5
2020-05-18,UT,80,2.583271765356259e-5
2020-05-18,VT,54,8.649507538686524e-5
2020-05-18,VA,1014,1.1993665357575047e-4
2020-05-18,WA,1001,1.3519523691378312e-4
2020-05-18,WV,67,3.686777948665744e-5
2020-05-18,WI,459,7.926480939490039e-5
2020-05-18,WY,8,1.3768794404361955e-5
2020-05-19,AL,504,1.0335811330428095e-4
2020-05-19,AK,10,1.3567269234317594e-5
2020-05-19,AZ,704,9.985392108902048e-5
2020-05-19,AR,102,3.400714149971494e-5
2020-05-19,CA,3334,8.487024462206102e-5
2020-05-19,CO,1257,2.2405023288212553e-4
2020-05-19,CT,3472,9.711687086756805e-4
2020-05-19,DE,408,4.26221835929665e-4
2020-05-19,FL,2129,1.0185805551297516e-4
2020-05-19,GA,1664,1.5994083726913707e-4
2020-05-19,HI,17,1.1954202746091327e-5
2020-05-19,ID,74,4.307960995488284e-5
2020-05-19,IL,4379,3.4289613410645097e-4
2020-05-19,IN,1824,2.7363955459761707e-4
2020-05-19,IA,372,1.1848990351354416e-4
2020-05-19,KS,173,5.9436854697847766e-5
2020-05-19,KY,366,8.226471616874786e-5
2020-05-19,LA,2581,5.533447018048771e-4
2020-05-19,ME,73,5.466150302659994e-5
2020-05-19,MD,2164,3.595372403489837e-4
2020-05-19,MA,5938,8.667913378671765e-4
2020-05-19,MI,5470,5.489066271694732e-4
2020-05-19,MN,757,1.360684102356518e-4
2020-05-19,MS,554,1.8563083321438217e-4
2020-05-19,MO,616,1.0090238840539827e-4
2020-05-19,MT,16,1.5228682461983023e-5
2020-05-19,NE,125,6.528877748592243e-5
2020-05-19,NV,390,1.3120789992672544e-4
2020-05-19,NH,182,1.350024181751827e-4
2020-05-19,NJ,12248,0.0013795118388764411
2020-05-19,NM,276,1.3190254122671274e-4
2020-05-19,NY,22843,0.0011671074848105633
2020-05-19,NC,691,6.731693592791574e-5
2020-05-19,ND,45,5.946740987714033e-5
2020-05-19,OH,1720,1.4757112091505763e-4
2020-05-19,OK,294,7.475456854663388e-5
2020-05-19,OR,138,3.341563750135297e-5
2020-05-19,PA,4624,3.6148920418433133e-4
2020-05-19,RI,532,5.03201287135924e-4
2020-05-19,SC,399,7.946931229766694e-5
2020-05-19,SD,46,5.28348176854215e-5
2020-05-19,TN,305,4.545890842578632e-5
2020-05-19,TX,1369,4.844156171348809e-5
2020-05-19,UT,88,2.841598941891885e-5
2020-05-19,VT,54,8.649507538686524e-5
2020-05-19,VA,1041,1.2313023310883258e-4
2020-05-19,WA,1002,1.3533029709052017e-4
2020-05-19,WV,68,3.741804485212994e-5
2020-05-19,WI,467,8.064633112727337e-5
2020-05-19,WY,10,1.7210993005452442e-5
2020-05-20,AL,517,1.0602409638554217e-4
2020-05-20,AK,10,1.3567269234317594e-5
2020-05-20,AZ,747,1.059529532009919e-4
2020-05-20,AR,107,3.567415823989705e-5
2020-05-20,CA,3436,8.74667548054594e-5
2020-05-20,CO,1299,2.315363981812896e-4
2020-05-20,CT,3529,9.871124345957594e-4
2020-05-20,DE,414,4.324898041051013e-4
2020-05-20,FL,2173,1.0396315388900658e-4
2020-05-20,GA,1687,1.621515579765831e-4
2020-05-20,HI,17,1.1954202746091327e-5
2020-05-20,ID,77,4.482608062872944e-5
2020-05-20,IL,4525,3.543286153988789e-4
2020-05-20,IN,1864,2.796404220230034e-4
2020-05-20,IA,388,1.235862434496106e-4
2020-05-20,KS,178,6.11546828683058e-5
2020-05-20,KY,366,8.226471616874786e-5
2020-05-20,LA,2608,5.591332748187212e-4
2020-05-20,ME,73,5.466150302659994e-5
2020-05-20,MD,2198,3.651861618701785e-4
2020-05-20,MA,6066,8.854759608457886e-4
2020-05-20,MI,5514,5.533219638414031e-4
2020-05-20,MN,786,1.4128107060135047e-4
2020-05-20,MS,570,1.9099201251299248e-4
2020-05-20,MO,631,1.0335942708410115e-4
2020-05-20,MT,16,1.5228682461983023e-5
2020-05-20,NE,132,6.89449490251341e-5
2020-05-20,NV,393,1.3221719146462333e-4
2020-05-20,NH,190,1.4093659040266326e-4
2020-05-20,NJ,12416,0.0013984339477049227
2020-05-20,NM,283,1.3524789553318736e-4
2020-05-20,NY,22976,0.0011739027960866568
2020-05-20,NC,702,6.838855140578415e-5
2020-05-20,ND,49,6.475340186621947e-5
2020-05-20,OH,1781,1.5280474787774282e-4
2020-05-20,OK,299,7.602590474640657e-5
2020-05-20,OR,140,3.3899922102821855e-5
2020-05-20,PA,4624,3.6148920418433133e-4
2020-05-20,RI,538,5.088764896224193e-4
2020-05-20,SC,399,7.946931229766694e-5
2020-05-20,SD,46,5.28348176854215e-5
2020-05-20,TN,309,4.6055090831370405e-5
2020-05-20,TX,1419,5.021079333195003e-5
2020-05-20,UT,90,2.9061807360257915e-5
2020-05-20,VT,54,8.649507538686524e-5
2020-05-20,VA,1074,1.270334969825996e-4
2020-05-20,WA,1031,1.392470422158945e-4
2020-05-20,WV,69,3.796831021760244e-5
2020-05-20,WI,481,8.306399415892612e-5
2020-05-20,WY,11,1.8932092305997685e-5
2020-05-21,AL,529,1.084850038451679e-4
2020-05-21,AK,10,1.3567269234317594e-5
2020-05-21,AZ,763,1.0822236049846964e-4
2020-05-21,AR,110,3.667436828400631e-5
2020-05-21,CA,3542,9.016508891761851e-5
2020-05-21,CO,1310,2.3349706052154688e-4
2020-05-21,CT,3582,0.0010019373025565346
2020-05-21,DE,417,4.356237881928194e-4
2020-05-21,FL,2222,1.0630746798958704e-4
2020-05-21,GA,1754,1.6859148351566492e-4
2020-05-21,HI,17,1.1954202746091327e-5
2020-05-21,ID,77,4.482608062872944e-5
2020-05-21,IL,4607,3.6074959804257125e-4
2020-05-21,IN,1913,2.869914846191017e-4
2020-05-21,IA,406,1.293196258776853e-4
2020-05-21,KS,178,6.11546828683058e-5
2020-05-21,KY,376,8.451238600942403e-5
2020-05-21,LA,2629,5.636354982739333e-4
2020-05-21,ME,73,5.466150302659994e-5
2020-05-21,MD,2221,3.690074911345161e-4
2020-05-21,MA,6148,8.97445797441462e-4
2020-05-21,MI,5555,5.57436254831156e-4
2020-05-21,MN,818,1.4703297169453523e-4
2020-05-21,MS,580,1.9434274957462393e-4
2020-05-21,MO,661,1.0827350444150692e-4
2020-05-21,MT,16,1.5228682461983023e-5
2020-05-21,NE,138,7.207881034445836e-5
2020-05-21,NV,397,1.3356291351515384e-4
2020-05-21,NH,199,1.476125341585789e-4
2020-05-21,NJ,12518,0.0014099223709222151
2020-05-21,NM,294,1.4050488087193316e-4
2020-05-21,NY,23083,0.0011793697006471232
2020-05-21,NC,716,6.975242565034394e-5
2020-05-21,ND,51,6.739639786075904e-5
2020-05-21,OH,1836,1.5752359186049176e-4
2020-05-21,OK,304,7.729724094617926e-5
2020-05-21,OR,144,3.4868491305759624e-5
2020-05-21,PA,4869,3.806425032814683e-4
2020-05-21,RI,556,5.259020970819054e-4
2020-05-21,SC,407,8.106268196779561e-5
2020-05-21,SD,48,5.513198367174417e-5
2020-05-21,TN,313,4.665127323695448e-5
2020-05-21,TX,1440,5.0953870611704045e-5
2020-05-21,UT,92,2.970762530159698e-5
2020-05-21,VT,54,8.649507538686524e-5
2020-05-21,VA,1099,1.2999051506878674e-4
2020-05-21,WA,1037,1.400574032763168e-4
2020-05-21,WV,70,3.8518575583074935e-5
2020-05-21,WI,487,8.410013545820586e-5
2020-05-21,WY,11,1.8932092305997685e-5
2020-05-22,AL,537,1.1012560881825173e-4
2020-05-22,AK,10,1.3567269234317594e-5
2020-05-22,AZ,775,1.0992441597157794e-4
2020-05-22,AR,113,3.767457832811557e-5
2020-05-22,CA,3630,9.240521535035438e-5
2020-05-22,CO,1324,2.3599244895460158e-4
2020-05-22,CT,3637,0.0010173215994969615
2020-05-22,DE,420,4.3875777228053755e-4
2020-05-22,FL,2268,1.0850825265543807e-4
2020-05-22,GA,1785,1.7157115055613562e-4
2020-05-22,HI,17,1.1954202746091327e-5
2020-05-22,ID,77,4.482608062872944e-5
2020-05-22,IL,4715,3.692065020123125e-4
2020-05-22,IN,1941,2.9119209181687215e-4
2020-05-22,IA,425,1.3537152955176416e-4
2020-05-22,KS,185,6.355964230694703e-5
2020-05-22,KY,386,8.67600558501002e-5
2020-05-22,LA,2668,5.719967704050415e-4
2020-05-22,ME,75,5.6159078451986236e-5
2020-05-22,MD,2274,3.77813162917555e-4
2020-05-22,MA,6228,9.091236868030946e-4
2020-05-22,MI,5586,5.605470602136521e-4
2020-05-22,MN,851,1.52964619696882e-4
2020-05-22,MS,596,1.9970392887323424e-4
2020-05-22,MO,671,1.0991153022730884e-4
2020-05-22,MT,16,1.5228682461983023e-5
2020-05-22,NE,143,7.469036144389526e-5
2020-05-22,NV,400,1.3457220505305173e-4
2020-05-22,NH,204,1.5132139180075424e-4
2020-05-22,NJ,12666,0.001426591847747306
2020-05-22,NM,302,1.4432814293647555e-4
2020-05-22,NY,23195,0.0011850920680375177
2020-05-22,NC,728,7.092146071710949e-5
2020-05-22,ND,52,6.871789585802883e-5
2020-05-22,OH,1872,1.6061228974010924e-4
2020-05-22,OK,307,7.806004266604287e-5
2020-05-22,OR,145,3.511063360649406e-5
2020-05-22,PA,4984,3.8963282734747135e-4
2020-05-22,RI,579,5.476570399468044e-4
2020-05-22,SC,419,8.34527364729886e-5
2020-05-22,SD,50,5.7429149658066845e-5
2020-05-22,TN,315,4.694936443974653e-5
2020-05-22,TX,1480,5.23692559064736e-5
2020-05-22,UT,93,3.0030534272266513e-5
2020-05-22,VT,54,8.649507538686524e-5
2020-05-22,VA,1136,1.3436690183634372e-4
2020-05-22,WA,1044,1.410028245134761e-4
2020-05-22,WV,71,3.906884094854744e-5
2020-05-22,WI,496,8.565434740712548e-5
2020-05-22,WY,12,2.0653191606542932e-5
2020-05-23,AL,546,1.1197128941297104e-4
2020-05-23,AK,10,1.3567269234317594e-5
2020-05-23,AZ,799,1.1332852691779455e-4
2020-05-23,AR,113,3.767457832811557e-5
2020-05-23,CA,3708,9.439078196118844e-5
2020-05-23,CO,1327,2.3652717504739901e-4
